user_id,course_id,rating,completed,time_spent,clicks,progress,enrolled_on,review
U35,C42,1,1,15,20,91,2025-03-24,"Too basic, but good for beginners."
U35,C15,1,0,42,16,10,2023-11-27,"Outdated content, needs refresh."
U35,C13,1,1,36,24,53,2024-06-16,Needs more real-world examples.
U35,C67,1,1,34,2,93,2023-09-06,"Too basic, but good for beginners."
U35,C9,3,0,14,17,12,2024-10-06,"Too basic, but good for beginners."
U35,C6,2,1,13,7,67,2023-12-24,Challenging but rewarding.
U35,C17,5,0,36,24,71,2023-09-16,Very interactive and engaging.
U35,C23,1,1,44,15,89,2023-11-01,Very interactive and engaging.
U35,C5,1,0,51,6,70,2024-08-29,Very interactive and engaging.
U35,C26,5,1,43,6,68,2024-04-08,"Outdated content, needs refresh."
U35,C14,3,1,36,11,47,2025-05-18,Very interactive and engaging.
U35,C63,4,1,39,8,72,2024-10-20,Challenging but rewarding.
U35,C25,4,1,24,15,57,2024-06-23,Very interactive and engaging.
U35,C77,1,0,19,20,2,2024-01-23,Well-structured and practical.
U36,C1,2,0,17,12,74,2024-08-13,Challenging but rewarding.
U36,C39,2,1,52,10,11,2023-11-18,Very interactive and engaging.
U36,C29,5,0,47,3,92,2025-08-17,Needs more real-world examples.
U36,C28,4,0,32,27,88,2025-05-29,"Too basic, but good for beginners."
U36,C41,5,1,3,24,73,2024-12-21,Very interactive and engaging.
U36,C3,1,0,59,25,42,2024-06-06,Needs more real-world examples.
U36,C36,4,1,60,28,15,2024-02-07,Challenging but rewarding.
U36,C71,5,0,41,25,80,2024-01-17,Very interactive and engaging.
U36,C66,1,1,34,2,40,2025-01-05,Well-structured and practical.
U36,C20,3,0,10,2,86,2025-05-25,Very interactive and engaging.
U36,C13,4,0,15,14,37,2024-04-20,Very interactive and engaging.
U36,C5,2,0,22,3,60,2024-07-20,"Great course, learned a lot!"
U36,C59,5,1,17,3,51,2025-01-04,Very interactive and engaging.
U36,C46,2,0,31,18,25,2023-12-20,"Outdated content, needs refresh."
U37,C74,3,1,39,21,3,2024-01-01,Loved the instructor's style.
U37,C26,2,1,40,27,56,2024-10-24,Well-structured and practical.
U37,C72,4,0,60,27,29,2023-12-25,Challenging but rewarding.
U37,C68,3,0,49,24,10,2024-09-13,"Too basic, but good for beginners."
U37,C32,1,0,40,30,18,2025-07-14,Loved the instructor's style.
U37,C76,1,1,45,26,14,2023-11-27,Loved the instructor's style.
U37,C10,4,1,2,11,26,2024-06-05,Challenging but rewarding.
U37,C35,2,1,36,16,79,2024-03-21,Well-structured and practical.
U37,C56,1,1,38,29,84,2025-05-07,"Great course, learned a lot!"
U37,C42,3,0,4,10,25,2024-06-26,Loved the instructor's style.
U37,C12,1,1,42,1,8,2025-01-07,Very interactive and engaging.
U37,C15,3,1,56,4,2,2024-11-15,Loved the instructor's style.
U37,C53,4,0,25,17,90,2025-04-21,"Too basic, but good for beginners."
U37,C55,3,1,56,20,68,2024-03-28,"Too basic, but good for beginners."
U37,C47,2,0,33,15,71,2023-09-22,"Great course, learned a lot!"
U37,C45,1,0,60,17,39,2025-03-21,Needs more real-world examples.
U37,C25,4,1,48,6,2,2025-06-14,Needs more real-world examples.
U38,C46,4,0,27,8,73,2024-01-20,Well-structured and practical.
U38,C39,4,1,59,20,42,2024-11-06,"Outdated content, needs refresh."
U38,C31,5,0,14,21,17,2024-10-31,Challenging but rewarding.
U38,C65,2,1,45,23,67,2024-04-30,Well-structured and practical.
U38,C36,4,0,42,30,72,2025-08-03,Well-structured and practical.
U38,C8,3,0,36,18,92,2023-09-09,"Too basic, but good for beginners."
U38,C33,2,1,54,29,18,2024-12-12,"Great course, learned a lot!"
U38,C50,3,1,27,10,56,2024-04-17,Loved the instructor's style.
U38,C4,2,0,7,5,23,2025-02-23,"Great course, learned a lot!"
U38,C76,5,1,39,19,78,2025-08-06,Challenging but rewarding.
U38,C29,5,0,15,22,3,2024-11-05,Needs more real-world examples.
U38,C20,1,1,9,17,77,2023-10-10,"Outdated content, needs refresh."
U38,C44,3,0,55,13,62,2024-07-05,"Outdated content, needs refresh."
U38,C51,2,0,13,8,4,2024-01-16,Very interactive and engaging.
U38,C18,1,1,27,8,95,2024-06-13,Challenging but rewarding.
U38,C12,2,0,12,30,56,2025-04-12,"Outdated content, needs refresh."
U39,C59,1,0,34,18,50,2024-01-05,"Great course, learned a lot!"
U39,C32,5,1,34,25,80,2025-04-04,"Great course, learned a lot!"
U39,C55,2,1,29,13,38,2025-01-12,Loved the instructor's style.
U39,C52,4,0,28,10,78,2024-06-20,"Great course, learned a lot!"
U39,C6,5,0,30,27,82,2023-11-19,"Outdated content, needs refresh."
U39,C49,1,0,12,25,74,2024-05-26,Well-structured and practical.
U39,C41,4,1,21,15,3,2025-09-02,Well-structured and practical.
U39,C51,4,0,57,15,11,2025-06-04,Loved the instructor's style.
U39,C69,3,0,46,24,15,2024-02-09,"Too basic, but good for beginners."
U39,C68,1,1,41,12,10,2024-12-01,Very interactive and engaging.
U39,C5,5,0,25,18,48,2024-02-09,"Great course, learned a lot!"
U39,C67,2,1,37,28,84,2025-07-15,Well-structured and practical.
U39,C14,2,0,12,25,91,2023-11-19,"Great course, learned a lot!"
U39,C58,4,1,20,24,98,2024-06-27,"Outdated content, needs refresh."
U39,C80,3,0,8,29,16,2025-08-31,Challenging but rewarding.
U40,C80,4,0,39,29,63,2024-04-16,Challenging but rewarding.
U40,C33,2,1,30,14,56,2024-09-06,"Too basic, but good for beginners."
U40,C2,5,0,16,29,70,2024-07-29,Loved the instructor's style.
U40,C59,5,0,4,6,18,2023-10-13,"Great course, learned a lot!"
U40,C64,3,0,10,28,4,2025-04-24,Loved the instructor's style.
U41,C12,3,1,53,3,97,2024-06-12,Very interactive and engaging.
U41,C7,5,0,19,16,17,2024-04-22,"Too basic, but good for beginners."
U41,C14,3,1,34,14,67,2025-08-13,Challenging but rewarding.
U41,C54,2,0,7,19,93,2023-12-15,"Too basic, but good for beginners."
U41,C23,4,1,28,20,40,2024-10-29,Loved the instructor's style.
U41,C21,5,1,60,5,78,2024-08-31,"Outdated content, needs refresh."
U41,C37,5,1,32,26,23,2024-02-18,Challenging but rewarding.
U41,C72,3,0,1,4,3,2024-08-20,"Outdated content, needs refresh."
U41,C76,1,0,52,20,53,2025-08-01,Very interactive and engaging.
U41,C59,1,1,23,18,81,2025-03-20,Challenging but rewarding.
U41,C47,1,0,45,10,32,2025-02-16,"Too basic, but good for beginners."
U41,C5,3,1,33,18,41,2025-01-10,"Great course, learned a lot!"
U41,C80,1,1,22,13,92,2024-02-27,"Great course, learned a lot!"
U41,C39,2,0,22,27,43,2025-02-01,"Outdated content, needs refresh."
U41,C42,4,0,42,5,61,2024-09-07,Well-structured and practical.
U42,C69,3,1,41,18,21,2025-08-25,Very interactive and engaging.
U42,C43,2,0,56,26,96,2023-11-23,Loved the instructor's style.
U42,C60,3,0,18,14,11,2025-02-01,"Outdated content, needs refresh."
U42,C53,2,1,29,27,38,2024-11-19,Challenging but rewarding.
U42,C8,5,1,12,4,47,2025-04-09,"Great course, learned a lot!"
U42,C67,2,0,29,17,3,2023-10-24,"Outdated content, needs refresh."
U42,C39,5,0,13,11,61,2025-03-28,Loved the instructor's style.
U42,C73,3,0,50,28,12,2025-08-13,Well-structured and practical.
U42,C41,2,0,30,13,91,2025-03-31,"Too basic, but good for beginners."
U42,C80,1,1,60,2,87,2024-12-02,"Too basic, but good for beginners."
U42,C3,3,1,57,2,13,2024-07-11,Loved the instructor's style.
U42,C27,1,1,41,29,26,2024-03-12,Needs more real-world examples.
U42,C79,2,0,19,9,68,2024-05-19,Needs more real-world examples.
U42,C46,4,0,18,5,20,2024-08-15,Loved the instructor's style.
U42,C9,1,0,40,18,65,2024-04-04,"Too basic, but good for beginners."
U42,C20,2,1,36,11,34,2024-10-31,Well-structured and practical.
U42,C36,3,0,11,3,39,2023-09-09,Needs more real-world examples.
U42,C54,5,1,4,5,3,2023-09-15,"Outdated content, needs refresh."
U42,C2,1,0,25,2,11,2024-10-27,Very interactive and engaging.
U43,C23,4,1,15,8,18,2023-09-10,Loved the instructor's style.
U43,C77,3,1,12,23,85,2024-11-29,Needs more real-world examples.
U43,C76,3,1,32,1,8,2025-01-29,"Outdated content, needs refresh."
U43,C58,1,1,31,15,21,2024-11-15,Loved the instructor's style.
U43,C46,3,0,33,4,51,2023-10-25,"Too basic, but good for beginners."
U43,C40,3,0,51,10,68,2025-06-06,"Outdated content, needs refresh."
U43,C43,4,1,16,20,31,2024-10-17,Well-structured and practical.
U43,C26,4,1,5,11,26,2024-01-05,Very interactive and engaging.
U43,C69,4,1,35,23,30,2024-09-09,Well-structured and practical.
U43,C11,1,1,8,19,76,2025-01-18,"Outdated content, needs refresh."
U43,C60,3,0,53,15,22,2024-05-23,Loved the instructor's style.
U43,C17,4,0,39,4,87,2024-06-23,Very interactive and engaging.
U43,C12,3,1,42,22,7,2024-02-27,"Too basic, but good for beginners."
U43,C70,2,0,57,19,96,2025-01-09,"Great course, learned a lot!"
U43,C13,2,0,29,18,37,2025-07-30,Very interactive and engaging.
U43,C59,5,1,13,7,87,2024-09-22,Needs more real-world examples.
U43,C75,3,1,59,30,55,2025-01-04,Needs more real-world examples.
U44,C75,3,0,1,23,71,2024-11-09,Needs more real-world examples.
U44,C2,1,1,56,1,30,2024-07-11,Very interactive and engaging.
U44,C66,5,1,41,11,91,2023-10-16,Very interactive and engaging.
U44,C52,4,1,28,18,27,2025-07-09,Well-structured and practical.
U44,C17,4,0,13,18,49,2023-10-01,Needs more real-world examples.
U44,C38,4,0,19,28,85,2025-04-14,Well-structured and practical.
U44,C8,2,0,5,21,2,2024-03-09,Well-structured and practical.
U45,C56,4,0,46,17,34,2025-04-05,Very interactive and engaging.
U45,C18,5,1,3,2,72,2025-07-22,"Outdated content, needs refresh."
U45,C11,3,0,38,16,88,2025-07-24,"Too basic, but good for beginners."
U45,C79,2,1,30,17,10,2025-02-23,"Too basic, but good for beginners."
U45,C54,2,1,41,24,84,2024-11-03,"Too basic, but good for beginners."
U45,C59,5,1,40,2,43,2024-07-03,"Great course, learned a lot!"
U45,C55,4,1,33,29,60,2025-04-14,Needs more real-world examples.
U45,C24,4,1,52,10,37,2024-11-25,Well-structured and practical.
U45,C75,1,1,47,26,72,2024-02-28,Loved the instructor's style.
U45,C66,1,1,38,6,73,2023-09-15,"Great course, learned a lot!"
U45,C74,3,0,19,16,10,2023-12-11,Well-structured and practical.
U45,C58,5,0,55,26,35,2023-11-18,Loved the instructor's style.
U45,C50,2,1,18,28,32,2024-08-31,"Great course, learned a lot!"
U45,C46,1,0,59,19,94,2024-11-05,Well-structured and practical.
U45,C29,4,1,52,6,33,2024-10-01,Challenging but rewarding.
U45,C73,4,0,52,17,4,2024-11-27,Needs more real-world examples.
U45,C70,1,0,39,30,19,2023-09-25,"Outdated content, needs refresh."
U45,C39,4,1,16,22,56,2024-04-21,Well-structured and practical.
U45,C1,2,1,4,21,33,2024-03-31,"Too basic, but good for beginners."
U45,C37,1,0,30,13,60,2025-05-02,Loved the instructor's style.
U46,C69,5,1,22,9,34,2023-11-01,"Too basic, but good for beginners."
U46,C30,3,1,30,25,86,2024-07-11,Challenging but rewarding.
U46,C49,5,0,34,11,86,2024-10-18,Well-structured and practical.
U46,C50,3,0,44,1,8,2023-12-26,"Great course, learned a lot!"
U46,C61,4,0,34,4,87,2024-12-09,"Outdated content, needs refresh."
U46,C34,3,0,47,10,32,2024-12-10,Challenging but rewarding.
U46,C19,1,0,40,3,7,2024-07-08,Challenging but rewarding.
U46,C68,5,0,46,4,11,2024-11-14,Well-structured and practical.
U46,C56,4,0,58,4,89,2024-04-30,Well-structured and practical.
U46,C2,3,1,30,22,9,2025-01-05,"Outdated content, needs refresh."
U46,C37,3,1,45,29,85,2023-09-07,Needs more real-world examples.
U46,C58,3,0,50,3,35,2024-09-11,"Great course, learned a lot!"
U46,C78,4,1,22,2,33,2025-04-03,Loved the instructor's style.
U46,C41,2,1,5,16,25,2025-04-28,Very interactive and engaging.
U46,C6,2,1,7,5,69,2025-02-26,Very interactive and engaging.
U46,C13,2,0,59,15,91,2024-12-21,Loved the instructor's style.
U46,C46,1,0,5,3,73,2024-11-20,Loved the instructor's style.
U46,C62,4,0,58,16,19,2024-01-27,"Great course, learned a lot!"
U46,C55,1,1,18,5,89,2024-04-27,Needs more real-world examples.
U46,C28,4,0,33,23,98,2024-12-08,"Outdated content, needs refresh."
U47,C56,1,1,49,25,37,2025-05-09,Challenging but rewarding.
U47,C52,2,0,25,22,24,2023-12-24,Loved the instructor's style.
U47,C9,4,0,41,23,45,2025-04-23,"Outdated content, needs refresh."
U47,C70,1,1,48,7,17,2024-02-28,"Great course, learned a lot!"
U47,C29,2,0,47,19,30,2025-03-21,"Outdated content, needs refresh."
U47,C1,4,0,51,18,82,2023-11-13,Loved the instructor's style.
U47,C50,4,1,2,2,43,2025-06-04,"Great course, learned a lot!"
U47,C62,3,0,26,4,27,2025-06-30,"Outdated content, needs refresh."
U47,C16,5,0,48,19,29,2024-10-08,"Too basic, but good for beginners."
U47,C69,1,0,32,21,2,2025-01-31,"Outdated content, needs refresh."
U47,C46,5,0,16,23,83,2024-11-29,Well-structured and practical.
U47,C43,1,0,41,2,39,2024-11-29,"Too basic, but good for beginners."
U47,C39,4,0,54,19,8,2024-07-27,"Too basic, but good for beginners."
U47,C79,1,1,39,26,78,2024-10-02,Challenging but rewarding.
U47,C8,1,0,28,11,94,2024-02-08,Very interactive and engaging.
U47,C12,3,0,44,19,69,2023-09-24,Well-structured and practical.
U47,C47,3,0,49,2,75,2025-01-26,Well-structured and practical.
U47,C35,3,0,8,9,18,2024-09-08,Very interactive and engaging.
U47,C55,2,1,36,6,56,2024-09-15,Challenging but rewarding.
U47,C22,5,0,9,4,80,2024-03-17,Very interactive and engaging.
U48,C3,2,0,10,21,34,2025-01-23,"Outdated content, needs refresh."
U48,C63,4,0,12,20,88,2024-12-28,"Great course, learned a lot!"
U48,C11,5,0,46,16,78,2024-06-02,"Too basic, but good for beginners."
U48,C1,3,1,27,1,71,2024-03-21,Challenging but rewarding.
U48,C77,2,0,34,4,79,2025-07-16,Needs more real-world examples.
U48,C23,5,0,30,25,80,2024-10-10,Challenging but rewarding.
U48,C12,3,0,13,4,19,2023-10-05,"Outdated content, needs refresh."
U48,C37,4,0,11,22,5,2025-06-29,"Great course, learned a lot!"
U48,C54,3,1,14,14,32,2024-11-02,Needs more real-world examples.
U48,C61,5,1,3,4,94,2025-07-15,"Great course, learned a lot!"
U49,C21,2,1,15,25,14,2023-12-09,Needs more real-world examples.
U49,C4,2,0,16,24,52,2023-10-14,Challenging but rewarding.
U49,C63,4,0,5,16,74,2024-07-22,"Outdated content, needs refresh."
U49,C66,1,1,10,7,78,2024-08-19,"Outdated content, needs refresh."
U49,C15,2,1,24,5,58,2024-02-11,Challenging but rewarding.
U49,C10,3,1,13,11,16,2024-12-21,"Great course, learned a lot!"
U49,C31,5,0,18,5,14,2025-01-28,"Outdated content, needs refresh."
U49,C57,4,1,11,25,43,2024-11-03,Challenging but rewarding.
U49,C42,3,0,51,26,81,2024-03-24,Well-structured and practical.
U49,C54,5,0,6,14,66,2024-09-13,"Outdated content, needs refresh."
U50,C76,5,0,59,19,0,2024-11-21,Very interactive and engaging.
U50,C61,1,0,31,24,98,2024-05-29,"Great course, learned a lot!"
U50,C60,4,1,31,26,89,2025-04-28,"Too basic, but good for beginners."
U50,C36,4,1,16,3,71,2023-12-12,"Great course, learned a lot!"
U50,C2,4,0,9,12,37,2023-09-16,Challenging but rewarding.
U50,C55,1,0,31,22,39,2023-11-19,Well-structured and practical.
U50,C32,4,0,30,15,98,2024-03-24,Well-structured and practical.
U50,C74,4,0,51,28,47,2024-09-04,"Outdated content, needs refresh."
U50,C42,1,0,25,29,88,2024-10-03,Needs more real-world examples.
U50,C56,5,0,19,14,96,2025-06-15,Loved the instructor's style.
U50,C29,5,0,51,22,10,2025-07-08,Needs more real-world examples.
U51,C66,4,0,24,12,22,2023-10-05,"Too basic, but good for beginners."
U51,C47,5,0,9,11,30,2023-10-02,"Too basic, but good for beginners."
U51,C7,4,0,49,24,97,2023-09-07,Challenging but rewarding.
U51,C15,3,1,58,9,64,2025-06-07,Very interactive and engaging.
U51,C50,3,0,5,12,44,2024-08-04,"Outdated content, needs refresh."
U51,C79,4,0,31,23,68,2024-08-23,Loved the instructor's style.
U52,C80,2,0,19,14,87,2023-10-02,Well-structured and practical.
U52,C48,4,1,27,15,94,2025-03-26,"Great course, learned a lot!"
U52,C9,3,0,5,1,29,2025-08-12,Needs more real-world examples.
U52,C25,4,1,42,21,100,2025-03-29,Needs more real-world examples.
U52,C59,4,1,30,10,72,2024-01-21,Well-structured and practical.
U52,C12,3,0,51,9,29,2024-03-09,"Outdated content, needs refresh."
U52,C11,3,1,50,28,6,2024-03-19,Well-structured and practical.
U52,C51,3,1,30,6,79,2024-01-19,Well-structured and practical.
U52,C23,5,1,12,6,90,2025-07-29,Well-structured and practical.
U52,C37,2,0,8,2,40,2025-06-01,Well-structured and practical.
U52,C10,4,1,24,6,26,2023-12-27,"Great course, learned a lot!"
U52,C14,3,1,10,12,57,2024-03-20,Well-structured and practical.
U52,C22,5,1,8,30,3,2025-05-01,Very interactive and engaging.
U52,C36,4,0,30,30,40,2024-03-29,Well-structured and practical.
U52,C15,1,1,42,23,37,2024-09-19,"Outdated content, needs refresh."
U52,C19,3,0,52,19,93,2023-11-26,"Outdated content, needs refresh."
U52,C64,3,0,47,16,5,2024-12-18,Well-structured and practical.
U52,C70,5,0,20,1,51,2024-03-30,Challenging but rewarding.
U52,C56,4,1,6,11,7,2024-11-23,Challenging but rewarding.
U53,C36,5,0,59,22,46,2023-10-12,Very interactive and engaging.
U53,C26,2,1,24,13,47,2024-06-22,"Great course, learned a lot!"
U53,C3,3,1,23,10,57,2025-02-01,"Too basic, but good for beginners."
U53,C11,2,1,48,14,56,2025-07-21,Loved the instructor's style.
U53,C69,2,1,47,29,53,2023-11-25,Well-structured and practical.
U53,C58,5,0,10,7,38,2025-02-01,"Outdated content, needs refresh."
U53,C12,5,1,5,30,75,2025-05-22,Very interactive and engaging.
U53,C66,1,0,27,21,34,2025-06-10,Very interactive and engaging.
U53,C51,2,1,46,19,96,2025-04-12,Well-structured and practical.
U53,C25,2,0,54,13,37,2025-07-14,"Outdated content, needs refresh."
U53,C63,1,1,54,19,38,2024-01-31,"Outdated content, needs refresh."
U53,C41,5,1,15,1,0,2025-07-07,Well-structured and practical.
U54,C39,5,1,38,16,72,2025-08-11,Very interactive and engaging.
U54,C61,3,1,45,27,15,2024-06-12,Needs more real-world examples.
U54,C16,5,0,55,9,20,2024-12-24,"Great course, learned a lot!"
U54,C37,2,1,30,29,88,2025-05-06,Well-structured and practical.
U54,C54,3,0,4,9,46,2025-03-20,Very interactive and engaging.
U54,C23,3,0,19,10,67,2024-11-18,"Too basic, but good for beginners."
U54,C63,5,0,50,21,23,2025-04-06,"Too basic, but good for beginners."
U54,C32,5,0,35,11,40,2023-10-03,Loved the instructor's style.
U54,C4,3,1,7,18,74,2024-04-23,Needs more real-world examples.
U54,C78,2,0,9,17,36,2023-11-28,Needs more real-world examples.
U54,C36,4,1,22,30,20,2024-11-26,"Too basic, but good for beginners."
U54,C64,2,0,33,8,24,2023-09-18,"Too basic, but good for beginners."
U54,C9,4,1,59,3,14,2024-06-29,Well-structured and practical.
U55,C62,4,1,12,23,38,2025-02-11,"Great course, learned a lot!"
U55,C45,1,0,9,28,88,2025-03-20,Well-structured and practical.
U55,C40,2,1,9,7,16,2024-01-17,"Too basic, but good for beginners."
U55,C47,4,0,5,1,99,2024-09-23,"Outdated content, needs refresh."
U55,C18,4,0,13,4,4,2024-09-22,"Great course, learned a lot!"
U56,C16,5,0,33,19,8,2025-04-17,"Too basic, but good for beginners."
U56,C33,5,0,34,7,91,2024-07-17,Challenging but rewarding.
U56,C6,3,0,58,25,68,2023-12-14,"Great course, learned a lot!"
U56,C9,1,0,59,17,90,2024-12-24,"Outdated content, needs refresh."
U56,C39,3,0,29,22,13,2024-04-29,Well-structured and practical.
U56,C2,3,1,28,7,65,2025-07-05,Challenging but rewarding.
U56,C13,4,0,49,11,15,2024-10-01,"Outdated content, needs refresh."
U56,C80,1,0,32,25,46,2025-06-21,Loved the instructor's style.
U56,C27,5,0,6,11,63,2025-01-10,"Too basic, but good for beginners."
U56,C26,4,1,30,20,94,2025-08-08,Loved the instructor's style.
U56,C24,4,0,36,14,37,2023-12-11,Very interactive and engaging.
U56,C45,2,0,58,27,60,2025-04-28,Needs more real-world examples.
U56,C4,2,0,44,16,86,2024-04-02,"Too basic, but good for beginners."
U56,C12,4,1,34,22,86,2025-02-19,"Too basic, but good for beginners."
U56,C19,1,0,26,13,88,2025-06-23,"Too basic, but good for beginners."
U56,C36,2,0,24,7,43,2024-10-16,Challenging but rewarding.
U56,C69,5,1,8,8,54,2025-05-02,"Outdated content, needs refresh."
U56,C23,3,1,49,26,82,2024-12-05,Very interactive and engaging.
U56,C11,3,1,43,20,51,2025-04-07,"Outdated content, needs refresh."
U56,C55,5,1,10,25,58,2024-02-24,"Too basic, but good for beginners."
U57,C33,1,1,44,1,22,2024-06-27,Very interactive and engaging.
U57,C63,5,1,10,10,79,2023-11-26,"Too basic, but good for beginners."
U57,C64,1,1,51,15,25,2023-09-06,Loved the instructor's style.
U57,C30,4,1,33,9,69,2025-08-21,Needs more real-world examples.
U57,C18,5,0,49,2,55,2025-03-29,"Too basic, but good for beginners."
U57,C4,4,1,21,28,48,2024-01-24,"Outdated content, needs refresh."
U57,C13,4,0,3,6,71,2024-03-24,Loved the instructor's style.
U57,C7,2,1,28,5,39,2024-03-19,Very interactive and engaging.
U58,C15,1,0,38,2,16,2024-02-10,Needs more real-world examples.
U58,C73,3,0,49,29,80,2025-04-24,Needs more real-world examples.
U58,C63,4,0,28,12,45,2025-06-19,Very interactive and engaging.
U58,C71,3,0,43,8,31,2025-08-22,Challenging but rewarding.
U58,C70,3,0,59,23,8,2024-02-17,Loved the instructor's style.
U58,C74,1,1,11,1,68,2024-06-08,Needs more real-world examples.
U58,C61,1,1,43,28,54,2024-08-15,Very interactive and engaging.
U58,C75,3,0,45,16,75,2025-02-02,"Great course, learned a lot!"
U58,C72,3,1,37,13,41,2024-07-08,"Too basic, but good for beginners."
U58,C21,4,0,45,22,26,2024-09-21,Needs more real-world examples.
U58,C65,4,1,11,20,38,2024-09-16,Needs more real-world examples.
U58,C8,4,0,32,21,100,2024-01-26,"Too basic, but good for beginners."
U58,C51,5,0,19,9,6,2025-02-10,Loved the instructor's style.
U58,C34,5,1,52,8,79,2024-08-27,"Too basic, but good for beginners."
U58,C64,5,0,38,11,34,2025-08-16,"Too basic, but good for beginners."
U58,C49,5,1,28,7,44,2025-06-14,"Too basic, but good for beginners."
U58,C46,3,1,28,22,69,2024-09-28,Needs more real-world examples.
U58,C50,2,1,26,9,79,2025-04-07,"Outdated content, needs refresh."
U58,C19,5,0,57,1,80,2025-05-31,Well-structured and practical.
U58,C77,5,1,14,22,95,2023-10-03,"Outdated content, needs refresh."
U59,C69,4,1,21,28,8,2023-11-20,Challenging but rewarding.
U59,C79,4,1,53,10,82,2023-12-04,Well-structured and practical.
U59,C56,3,0,26,8,14,2024-01-24,Well-structured and practical.
U59,C73,2,0,16,26,39,2024-05-24,"Outdated content, needs refresh."
U59,C8,4,1,28,21,4,2024-01-30,Challenging but rewarding.
U59,C67,2,1,9,1,33,2024-04-15,Loved the instructor's style.
U59,C26,5,0,42,28,5,2023-12-09,"Outdated content, needs refresh."
U59,C47,1,0,56,29,10,2023-09-20,Needs more real-world examples.
U59,C60,5,1,56,3,52,2025-08-05,Needs more real-world examples.
U59,C19,1,1,54,24,17,2024-08-19,Challenging but rewarding.
U59,C31,1,0,34,22,74,2023-10-26,Loved the instructor's style.
U59,C20,4,0,16,20,15,2024-09-18,Needs more real-world examples.
U59,C39,3,1,52,24,95,2025-05-26,Challenging but rewarding.
U60,C28,2,1,57,26,18,2023-12-01,Needs more real-world examples.
U60,C19,4,1,53,10,2,2025-06-01,"Great course, learned a lot!"
U60,C14,1,0,17,18,49,2024-05-17,Loved the instructor's style.
U60,C23,3,0,35,28,30,2023-11-18,"Outdated content, needs refresh."
U60,C80,4,0,59,13,32,2023-12-28,Loved the instructor's style.
U60,C36,1,0,20,7,20,2024-10-27,"Outdated content, needs refresh."
U60,C57,3,1,51,2,35,2024-07-17,"Too basic, but good for beginners."
U60,C53,4,1,48,14,42,2024-01-12,Very interactive and engaging.
U60,C33,1,0,45,9,64,2024-03-25,"Too basic, but good for beginners."
U60,C8,3,1,39,24,70,2024-02-16,Needs more real-world examples.
U60,C63,4,0,49,2,82,2024-01-29,Well-structured and practical.
U60,C69,4,0,1,13,25,2025-08-05,Loved the instructor's style.
U60,C48,3,0,8,6,31,2024-05-07,Well-structured and practical.
U60,C15,5,1,51,11,57,2025-08-20,"Outdated content, needs refresh."
U60,C41,2,1,12,22,75,2024-06-25,Needs more real-world examples.
U60,C55,3,0,6,14,47,2025-07-07,Well-structured and practical.
U60,C61,4,1,54,29,73,2025-03-13,Challenging but rewarding.
U60,C44,1,0,60,18,82,2025-06-30,Challenging but rewarding.
U61,C60,5,1,10,3,47,2025-05-06,Well-structured and practical.
U61,C26,5,0,1,23,67,2025-06-21,Very interactive and engaging.
U61,C34,4,1,8,8,91,2024-02-18,Challenging but rewarding.
U61,C22,2,1,19,24,63,2024-10-11,Very interactive and engaging.
U61,C7,2,1,55,7,76,2024-06-25,Challenging but rewarding.
U61,C52,3,0,27,6,52,2025-05-14,Well-structured and practical.
U61,C55,1,1,17,8,79,2023-12-13,"Outdated content, needs refresh."
U62,C48,5,1,5,4,71,2024-05-05,"Great course, learned a lot!"
U62,C75,1,1,60,8,60,2024-11-11,Needs more real-world examples.
U62,C59,5,0,1,9,64,2025-02-08,Very interactive and engaging.
U62,C11,3,1,43,12,16,2024-07-22,"Great course, learned a lot!"
U62,C2,5,0,17,6,64,2024-12-16,"Outdated content, needs refresh."
U62,C61,3,1,9,3,40,2024-08-24,Very interactive and engaging.
U62,C18,2,1,8,11,5,2025-07-08,Well-structured and practical.
U62,C42,4,1,48,12,55,2025-03-03,Loved the instructor's style.
U62,C51,3,1,34,11,55,2024-11-27,Well-structured and practical.
U62,C28,3,1,49,5,71,2024-07-15,"Outdated content, needs refresh."
U62,C50,1,0,10,2,29,2025-01-08,Well-structured and practical.
U62,C55,1,1,17,6,90,2025-06-13,"Outdated content, needs refresh."
U63,C15,2,1,37,29,84,2024-10-07,Challenging but rewarding.
U63,C64,5,0,34,25,73,2024-07-29,Well-structured and practical.
U63,C6,4,0,16,25,63,2025-06-22,"Too basic, but good for beginners."
U63,C57,3,0,19,22,87,2025-01-11,"Too basic, but good for beginners."
U63,C46,4,1,38,30,13,2023-10-03,Needs more real-world examples.
U63,C72,2,0,6,15,90,2024-04-09,"Outdated content, needs refresh."
U63,C63,4,1,39,22,0,2025-04-20,Needs more real-world examples.
U63,C59,1,1,21,24,93,2024-04-24,Well-structured and practical.
U63,C79,2,0,52,21,36,2025-08-30,Needs more real-world examples.
U63,C80,1,0,36,20,48,2023-09-29,"Too basic, but good for beginners."
U63,C19,4,1,12,8,98,2023-12-02,Very interactive and engaging.
U63,C16,1,0,55,7,20,2025-01-08,Very interactive and engaging.
U63,C45,4,1,42,25,83,2024-05-18,Well-structured and practical.
U63,C12,1,1,32,26,55,2024-01-13,Loved the instructor's style.
U63,C27,5,0,23,22,12,2024-07-25,Needs more real-world examples.
U63,C37,5,0,32,15,49,2025-04-05,"Outdated content, needs refresh."
U63,C24,3,1,6,25,54,2023-10-17,Needs more real-world examples.
